NAME,FID,SID,DTG,TEMP,SENSOR8,SENSOR16,SENSOR24
SMS1902,19,2,2016-06-24 01:05:45,46.64996681179162,37.298750844669634,46.66883858982109,16.395217687961512
SMS1902,19,2,2016-06-24 01:06:35,46.64996681179162,35.420428312053936,46.66883858982109,21.862812532736267
SMS1902,19,2,2016-06-24 03:06:40,42.553684084209145,35.77357467757619,46.68392314354303,20.017957579149467
SMS1902,19,2,2016-06-24 05:06:40,40.03307282633554,35.471055307847216,46.68392314354303,19.25568228997737
SMS1902,19,2,2016-06-24 07:06:40,37.59581897352528,35.471055307847216,46.68392314354303,20.765289774685925
SMS1902,19,2,2016-06-24 09:06:39,35.30283838494419,34.962254754109466,46.69891108029061,16.530656023272506
SMS1902,19,2,2016-06-24 11:06:39,33.40478729387395,36.123705983408776,46.69891108029061,19.008478403668434
SMS1902,19,2,2016-06-24 13:06:39,31.60432118379232,34.80856128832964,46.69891108029061,18.764802286607008
SMS1902,19,2,2016-06-24 15:06:39,32.228036887142096,35.115473765579125,46.66883858982109,17.675557821257826
SMS1902,19,2,2016-06-24 17:06:39,35.84911569500919,34.34478563664893,46.66883858982109,18.327375189407988
SMS1902,19,2,2016-06-24 19:06:38,38.967432995378644,33.77293557476621,46.66883858982109,17.342609950279247
SMS1902,19,2,2016-06-25 01:06:38,39.796830259466994,32.191194127641374,46.66883858982109,16.667812157540588
SMS1902,19,2,2016-06-25 03:06:37,37.535917391693005,33.87728773616989,46.68392314354303,16.496635237362426
SMS1902,19,2,2016-06-25 05:06:38,35.30283838494419,30.964113125533363,46.69891108029061,16.70236909530889
SMS1902,19,2,2016-06-25 07:06:37,33.343116397002326,30.107288916200122,46.69891108029061,16.228341141893935
SMS1902,19,2,2016-06-25 09:06:37,31.666832617192426,29.304049968089608,46.71380295008368,15.807090436698346
SMS1902,19,2,2016-06-25 11:06:37,30.473637894932093,29.1970610218812,46.71380295008368,14.489885021464822
SMS1902,19,2,2016-06-25 13:06:37,29.459539055784674,28.76955208806639,46.71380295008368,14.436388427278606
SMS1902,19,2,2016-06-25 17:06:36,39.204814882934855,29.78587572526355,46.66883858982109,14.489885021464822
SMS1902,19,2,2016-06-25 19:06:36,44.1779878795931,28.662809068652805,46.576272143065474,14.304504490681154
SMS1902,19,2,2016-06-25 21:06:36,47.44959034726118,29.03665433977545,46.576272143065474,14.304504490681154
SMS1902,19,2,2016-06-25 23:06:36,47.44959034726118,29.250550756069625,46.66883858982109,14.598156042238195
SMS1902,19,2,2016-06-26 01:06:35,44.75517071051347,29.250550756069625,46.66883858982109,14.149731971733306
SMS1902,19,2,2016-06-26 03:06:35,41.91204107630116,28.76955208806639,46.68392314354303,14.07376572679282
SMS1902,19,2,2016-06-26 07:06:35,35.84911569500919,28.92977429355156,46.62299980214935,13.998741841949027
SMS1902,19,2,2016-06-26 11:06:34,32.66282010759373,26.07787969050132,46.397110083737076,13.73165904283907
SMS1902,19,2,2016-06-26 13:06:34,31.416597778468557,26.494672704535947,46.496379494523104,13.803258443763065
SMS1902,19,2,2016-06-26 15:06:34,33.71271420512646,25.612199579145646,45.63385568977185,12.05165131601651
SMS1902,19,2,2016-06-26 17:06:34,39.85592069866404,27.071652053781374,46.094879390487385,13.277749431517243
SMS1902,19,2,2016-06-26 19:06:35,44.46676329232423,26.494672704535947,45.94150084087328,12.843824892248776
SMS1902,19,2,2016-06-26 21:06:33,47.44959034726118,27.2297113323622,46.16885151101836,12.96344767624403
SMS1902,19,2,2016-06-26 23:06:33,46.249246773923424,27.546636264436646,46.397110083737076,13.191779666110966
SMS1902,19,2,2016-06-27 01:06:33,44.06237297022769,27.59955537399964,46.258817850098374,13.191779666110966
SMS1902,19,2,2016-06-27 03:06:33,42.20395434273469,27.282459268218613,46.258817850098374,12.923191206418819
SMS1902,19,2,2016-06-27 05:06:32,39.85592069866404,27.01902890624851,46.32882355144461,12.94327147674597
SMS1902,19,2,2016-06-27 09:06:32,35.60658034840897,25.922258463325814,46.20516883601671,13.299489568417885
SMS1902,19,2,2016-06-27 11:06:32,33.897131625462514,26.703991377172986,46.29403733924282,12.863523712710958
SMS1902,19,2,2016-06-27 17:06:31,42.32059894038076,24.743103518440318,46.094879390487385,12.633341458614495
SMS1902,19,2,2016-06-27 19:06:31,47.05007487967638,25.09919237878995,45.86204895629156,12.469432104181848
SMS1902,19,2,2016-06-27 21:06:31,49.32560986203679,25.818726826341077,45.697515556594546,12.005078362680516
SMS1902,19,2,2016-06-27 23:06:31,48.92863362573111,26.703991377172986,45.697515556594546,12.114906489322571
SMS1902,19,2,2016-06-28 01:06:30,47.905478375296795,27.2297113323622,46.56049629160866,13.024554071000018
SMS1902,19,2,2016-06-28 03:06:30,45.90527052906064,27.59955537399964,45.92181206037704,12.416421139740741
SMS1902,19,2,2016-06-28 05:06:30,42.90280945341765,27.282459268218613,45.999875087948816,12.228841397445722
SMS1902,19,2,2016-06-28 07:06:30,40.32793333085683,26.8088667934925,46.311484390249106,12.689626780157075
SMS1902,19,2,2016-06-28 11:06:29,37.535917391693005,26.181837148616143,46.24104456538434,12.469432104181848
SMS1902,19,2,2016-06-28 13:06:29,36.45370932523042,26.07787969050132,46.258817850098374,12.541371517528644
SMS1902,19,2,2016-06-28 17:06:29,43.54134894413001,25.818726826341077,46.03821794984168,12.633341458614495
SMS1902,19,2,2016-06-28 19:06:28,47.905478375296795,25.818726826341077,45.92181206037704,12.228841397445722
SMS1902,19,2,2016-06-28 21:06:28,49.608865752580115,26.285957857734036,45.94150084087328,12.16322689054131
SMS1902,19,2,2016-06-28 23:06:28,51.02165497131743,26.861356697800588,45.882086444333076,11.959240554845607
SMS1902,19,2,2016-06-29 03:06:28,47.392552262560244,26.913880701541462,45.882086444333076,12.067340438670762
SMS1902,19,2,2016-06-29 05:06:27,44.409037892348,26.02596344857156,45.345422123240134,11.685453586834285
SMS1902,19,2,2016-06-29 07:06:27,41.15099736440523,26.02596344857156,46.01910361566762,11.989717824107244
SMS1902,19,2,2016-06-29 11:06:27,37.71555397556614,27.124307193881574,46.32882355144461,12.31279394803098
SMS1902,19,2,2016-06-29 15:06:26,37.35607538546515,25.974089538334184,46.05721844801454,12.228841397445722
SMS1902,19,2,2016-06-29 21:06:26,47.73460633802527,25.406413447875618,45.882086444333076,12.05165131601651
SMS1902,19,2,2016-06-29 23:06:26,49.55223409180441,25.974089538334184,45.961074046018105,12.005078362680516
SMS1902,19,2,2016-06-30 01:06:25,48.47432811911332,26.181837148616143,45.94150084087328,12.114906489322571
SMS1902,19,2,2016-06-30 07:06:25,40.32793333085683,25.150270743634575,46.29403733924282,12.346984135665927
